Begin Date,Begin Time,End Date,End Time,Alarm Tag,Alarm Id,Alarm Type,Alarm Priority,Description
12/4/2016,6:00:04,12/4/2016,6:01:15,AlarmRateRamp|3500,Q3,WARNING,N/A,Limit Signal 3
12/4/2016,6:07:50,12/4/2016,6:07:58,AlarmRateRamp|3527,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/4/2016,6:08:00,12/4/2016,6:09:29,AlarmRateRamp|3528,Q1,ALARM,N/A,Limit Signal 1
12/4/2016,6:08:15,12/4/2016,6:09:29,AlarmRateRamp|3529,Q2,WARNING,N/A,Limit Signal 2
12/4/2016,6:08:32,12/4/2016,6:09:29,AlarmRateRamp|3530,Q3,WARNING,N/A,Limit Signal 3
12/4/2016,6:08:48,12/4/2016,6:09:29,AlarmRateRamp|3531,Q4,TOLERANCE,N/A,Limit Signal 4
12/4/2016,6:09:04,12/4/2016,6:09:29,AlarmRateRamp|3532,Q5,I&C ALARM,N/A,Limit Signal 5
12/4/2016,6:09:20,12/4/2016,6:09:29,AlarmRateRamp|3533,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/4/2016,6:09:31,12/4/2016,6:10:56,AlarmRateRamp|3534,Q1,ALARM,N/A,Limit Signal 1
12/4/2016,6:09:45,12/4/2016,6:10:56,AlarmRateRamp|3535,Q2,WARNING,N/A,Limit Signal 2
12/4/2016,6:10:01,12/4/2016,6:10:56,AlarmRateRamp|3536,Q3,WARNING,N/A,Limit Signal 3
12/4/2016,6:10:17,12/4/2016,6:10:56,AlarmRateRamp|3537,Q4,TOLERANCE,N/A,Limit Signal 4
12/4/2016,6:10:33,12/4/2016,6:10:56,AlarmRateRamp|3538,Q5,I&C ALARM,N/A,Limit Signal 5
12/4/2016,6:10:48,12/4/2016,6:10:56,AlarmRateRamp|3539,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/4/2016,6:10:58,12/4/2016,6:12:21,AlarmRateRamp|3540,Q1,ALARM,N/A,Limit Signal 1
12/4/2016,6:11:12,12/4/2016,6:12:21,AlarmRateRamp|3541,Q2,WARNING,N/A,Limit Signal 2
12/4/2016,6:11:27,12/4/2016,6:12:21,AlarmRateRamp|3542,Q3,WARNING,N/A,Limit Signal 3
12/4/2016,6:11:43,12/4/2016,6:12:21,AlarmRateRamp|3543,Q4,TOLERANCE,N/A,Limit Signal 4
12/4/2016,6:11:58,12/4/2016,6:12:21,AlarmRateRamp|3544,Q5,I&C ALARM,N/A,Limit Signal 5
12/4/2016,6:12:13,12/4/2016,6:12:21,AlarmRateRamp|3545,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/4/2016,6:12:23,12/4/2016,6:13:43,AlarmRateRamp|3546,Q1,ALARM,N/A,Limit Signal 1
12/4/2016,6:12:36,12/4/2016,6:13:43,AlarmRateRamp|3547,Q2,WARNING,N/A,Limit Signal 2
12/4/2016,6:12:51,12/4/2016,6:13:43,AlarmRateRamp|3548,Q3,WARNING,N/A,Limit Signal 3
12/4/2016,6:13:06,12/4/2016,6:13:43,AlarmRateRamp|3549,Q4,TOLERANCE,N/A,Limit Signal 4
12/4/2016,6:13:21,12/4/2016,6:13:43,AlarmRateRamp|3550,Q5,I&C ALARM,N/A,Limit Signal 5
12/4/2016,6:13:35,12/4/2016,6:13:43,AlarmRateRamp|3551,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/4/2016,6:13:45,12/4/2016,6:15:03,AlarmRateRamp|3552,Q1,ALARM,N/A,Limit Signal 1
12/4/2016,6:13:58,12/4/2016,6:15:03,AlarmRateRamp|3553,Q2,WARNING,N/A,Limit Signal 2
12/4/2016,6:14:12,12/4/2016,6:15:03,AlarmRateRamp|3554,Q3,WARNING,N/A,Limit Signal 3
12/4/2016,6:14:27,12/4/2016,6:15:03,AlarmRateRamp|3555,Q4,TOLERANCE,N/A,Limit Signal 4
12/4/2016,6:14:41,12/4/2016,6:15:03,AlarmRateRamp|3556,Q5,I&C ALARM,N/A,Limit Signal 5
12/4/2016,6:14:55,12/4/2016,6:15:03,AlarmRateRamp|3557,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/4/2016,6:15:05,12/4/2016,6:16:20,AlarmRateRamp|3558,Q1,ALARM,N/A,Limit Signal 1
12/4/2016,6:15:18,12/4/2016,6:16:20,AlarmRateRamp|3559,Q2,WARNING,N/A,Limit Signal 2
12/4/2016,6:15:32,12/4/2016,6:16:20,AlarmRateRamp|3560,Q3,WARNING,N/A,Limit Signal 3
12/4/2016,6:15:46,12/4/2016,6:16:20,AlarmRateRamp|3561,Q4,TOLERANCE,N/A,Limit Signal 4
12/4/2016,6:15:59,12/4/2016,6:16:20,AlarmRateRamp|3562,Q5,I&C ALARM,N/A,Limit Signal 5
12/4/2016,6:16:13,12/4/2016,6:16:20,AlarmRateRamp|3563,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/4/2016,6:16:22,12/4/2016,6:17:36,AlarmRateRamp|3564,Q1,ALARM,N/A,Limit Signal 1
12/4/2016,6:16:34,12/4/2016,6:17:36,AlarmRateRamp|3565,Q2,WARNING,N/A,Limit Signal 2
12/4/2016,6:16:48,12/4/2016,6:17:36,AlarmRateRamp|3566,Q3,WARNING,N/A,Limit Signal 3
12/4/2016,6:17:01,12/4/2016,6:17:36,AlarmRateRamp|3567,Q4,TOLERANCE,N/A,Limit Signal 4
12/4/2016,6:17:15,12/4/2016,6:17:36,AlarmRateRamp|3568,Q5,I&C ALARM,N/A,Limit Signal 5
12/4/2016,6:17:28,12/4/2016,6:17:36,AlarmRateRamp|3569,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/4/2016,6:17:38,12/4/2016,6:18:50,AlarmRateRamp|3570,Q1,ALARM,N/A,Limit Signal 1
12/4/2016,6:17:50,12/4/2016,6:18:50,AlarmRateRamp|3571,Q2,WARNING,N/A,Limit Signal 2
12/4/2016,6:18:03,12/4/2016,6:18:50,AlarmRateRamp|3572,Q3,WARNING,N/A,Limit Signal 3
12/4/2016,6:18:16,12/4/2016,6:18:50,AlarmRateRamp|3573,Q4,TOLERANCE,N/A,Limit Signal 4
12/4/2016,6:18:30,12/4/2016,6:18:50,AlarmRateRamp|3574,Q5,I&C ALARM,N/A,Limit Signal 5
12/4/2016,6:18:43,12/4/2016,6:18:50,AlarmRateRamp|3575,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/4/2016,6:18:52,12/4/2016,6:20:02,AlarmRateRamp|3576,Q1,ALARM,N/A,Limit Signal 1
12/4/2016,6:19:04,12/4/2016,6:20:02,AlarmRateRamp|3577,Q2,WARNING,N/A,Limit Signal 2
12/4/2016,6:19:17,12/4/2016,6:20:02,AlarmRateRamp|3578,Q3,WARNING,N/A,Limit Signal 3
12/4/2016,6:19:29,12/4/2016,6:20:02,AlarmRateRamp|3579,Q4,TOLERANCE,N/A,Limit Signal 4
12/4/2016,6:19:42,12/4/2016,6:20:02,AlarmRateRamp|3580,Q5,I&C ALARM,N/A,Limit Signal 5
12/4/2016,6:19:55,12/4/2016,6:20:02,AlarmRateRamp|3581,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/4/2016,6:20:04,12/4/2016,6:21:12,AlarmRateRamp|3582,Q1,ALARM,N/A,Limit Signal 1
12/4/2016,6:20:15,12/4/2016,6:21:12,AlarmRateRamp|3583,Q2,WARNING,N/A,Limit Signal 2
12/4/2016,6:20:28,12/4/2016,6:21:12,AlarmRateRamp|3584,Q3,WARNING,N/A,Limit Signal 3
12/4/2016,6:20:41,12/4/2016,6:21:12,AlarmRateRamp|3585,Q4,TOLERANCE,N/A,Limit Signal 4
12/4/2016,6:20:53,12/4/2016,6:21:12,AlarmRateRamp|3586,Q5,I&C ALARM,N/A,Limit Signal 5
12/4/2016,6:21:06,12/4/2016,6:21:12,AlarmRateRamp|3587,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/4/2016,6:21:14,12/4/2016,6:22:21,AlarmRateRamp|3588,Q1,ALARM,N/A,Limit Signal 1
12/4/2016,6:21:25,12/4/2016,6:22:21,AlarmRateRamp|3589,Q2,WARNING,N/A,Limit Signal 2
12/4/2016,6:21:37,12/4/2016,6:22:21,AlarmRateRamp|3590,Q3,WARNING,N/A,Limit Signal 3
12/4/2016,6:21:50,12/4/2016,6:22:21,AlarmRateRamp|3591,Q4,TOLERANCE,N/A,Limit Signal 4
12/4/2016,6:22:02,12/4/2016,6:22:21,AlarmRateRamp|3592,Q5,I&C ALARM,N/A,Limit Signal 5
12/4/2016,6:22:14,12/4/2016,6:22:21,AlarmRateRamp|3593,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/4/2016,6:22:23,12/4/2016,6:23:28,AlarmRateRamp|3594,Q1,ALARM,N/A,Limit Signal 1
12/4/2016,6:22:34,12/4/2016,6:23:28,AlarmRateRamp|3595,Q2,WARNING,N/A,Limit Signal 2
12/4/2016,6:22:46,12/4/2016,6:23:28,AlarmRateRamp|3596,Q3,WARNING,N/A,Limit Signal 3
12/4/2016,6:22:58,12/4/2016,6:23:28,AlarmRateRamp|3597,Q4,TOLERANCE,N/A,Limit Signal 4
12/4/2016,6:23:10,12/4/2016,6:23:28,AlarmRateRamp|3598,Q5,I&C ALARM,N/A,Limit Signal 5
12/4/2016,6:23:22,12/4/2016,6:23:28,AlarmRateRamp|3599,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/4/2016,6:23:30,12/4/2016,6:24:34,AlarmRateRamp|3600,Q1,ALARM,N/A,Limit Signal 1
12/4/2016,6:23:40,12/4/2016,6:24:34,AlarmRateRamp|3601,Q2,WARNING,N/A,Limit Signal 2
12/4/2016,6:23:52,12/4/2016,6:24:34,AlarmRateRamp|3602,Q3,WARNING,N/A,Limit Signal 3
12/4/2016,6:24:04,12/4/2016,6:24:34,AlarmRateRamp|3603,Q4,TOLERANCE,N/A,Limit Signal 4
12/4/2016,6:24:16,12/4/2016,6:24:34,AlarmRateRamp|3604,Q5,I&C ALARM,N/A,Limit Signal 5
12/4/2016,6:24:28,12/4/2016,6:24:34,AlarmRateRamp|3605,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/4/2016,6:24:36,12/4/2016,6:25:39,AlarmRateRamp|3606,Q1,ALARM,N/A,Limit Signal 1
12/4/2016,6:24:46,12/4/2016,6:25:39,AlarmRateRamp|3607,Q2,WARNING,N/A,Limit Signal 2
12/4/2016,6:24:58,12/4/2016,6:25:39,AlarmRateRamp|3608,Q3,WARNING,N/A,Limit Signal 3
12/4/2016,6:25:10,12/4/2016,6:25:39,AlarmRateRamp|3609,Q4,TOLERANCE,N/A,Limit Signal 4
12/4/2016,6:25:21,12/4/2016,6:25:39,AlarmRateRamp|3610,Q5,I&C ALARM,N/A,Limit Signal 5
12/4/2016,6:25:33,12/4/2016,6:25:39,AlarmRateRamp|3611,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/4/2016,6:25:41,12/4/2016,6:26:43,AlarmRateRamp|3612,Q1,ALARM,N/A,Limit Signal 1
12/4/2016,6:25:51,12/4/2016,6:26:43,AlarmRateRamp|3613,Q2,WARNING,N/A,Limit Signal 2
12/4/2016,6:26:02,12/4/2016,6:26:43,AlarmRateRamp|3614,Q3,WARNING,N/A,Limit Signal 3
12/4/2016,6:26:14,12/4/2016,6:26:43,AlarmRateRamp|3615,Q4,TOLERANCE,N/A,Limit Signal 4
12/4/2016,6:26:25,12/4/2016,6:26:43,AlarmRateRamp|3616,Q5,I&C ALARM,N/A,Limit Signal 5
12/4/2016,6:26:37,12/4/2016,6:26:43,AlarmRateRamp|3617,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/4/2016,6:26:45,12/4/2016,6:27:46,AlarmRateRamp|3618,Q1,ALARM,N/A,Limit Signal 1
12/4/2016,6:26:55,12/4/2016,6:27:46,AlarmRateRamp|3619,Q2,WARNING,N/A,Limit Signal 2
12/4/2016,6:27:06,12/4/2016,6:27:46,AlarmRateRamp|3620,Q3,WARNING,N/A,Limit Signal 3
12/4/2016,6:27:17,12/4/2016,6:27:46,AlarmRateRamp|3621,Q4,TOLERANCE,N/A,Limit Signal 4
12/4/2016,6:27:28,12/4/2016,6:27:46,AlarmRateRamp|3622,Q5,I&C ALARM,N/A,Limit Signal 5
12/4/2016,6:27:40,12/4/2016,6:27:46,AlarmRateRamp|3623,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/4/2016,6:27:48,12/4/2016,6:28:48,AlarmRateRamp|3624,Q1,ALARM,N/A,Limit Signal 1
12/4/2016,6:27:58,12/4/2016,6:28:48,AlarmRateRamp|3625,Q2,WARNING,N/A,Limit Signal 2
12/4/2016,6:28:09,12/4/2016,6:28:48,AlarmRateRamp|3626,Q3,WARNING,N/A,Limit Signal 3
12/4/2016,6:28:20,12/4/2016,6:28:48,AlarmRateRamp|3627,Q4,TOLERANCE,N/A,Limit Signal 4
12/4/2016,6:28:31,12/4/2016,6:28:48,AlarmRateRamp|3628,Q5,I&C ALARM,N/A,Limit Signal 5
12/4/2016,6:28:42,12/4/2016,6:28:48,AlarmRateRamp|3629,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/4/2016,6:28:49,12/4/2016,6:29:49,AlarmRateRamp|3630,Q1,ALARM,N/A,Limit Signal 1
12/4/2016,6:28:59,12/4/2016,6:29:49,AlarmRateRamp|3631,Q2,WARNING,N/A,Limit Signal 2
12/4/2016,6:29:10,12/4/2016,6:29:49,AlarmRateRamp|3632,Q3,WARNING,N/A,Limit Signal 3
12/4/2016,6:29:21,12/4/2016,6:29:49,AlarmRateRamp|3633,Q4,TOLERANCE,N/A,Limit Signal 4
12/4/2016,6:29:32,12/4/2016,6:29:49,AlarmRateRamp|3634,Q5,I&C ALARM,N/A,Limit Signal 5
12/4/2016,6:29:43,12/4/2016,6:29:49,AlarmRateRamp|3635,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/4/2016,6:29:50,12/4/2016,6:30:49,AlarmRateRamp|3636,Q1,ALARM,N/A,Limit Signal 1
12/4/2016,6:30:00,12/4/2016,6:30:49,AlarmRateRamp|3637,Q2,WARNING,N/A,Limit Signal 2
12/4/2016,6:30:11,12/4/2016,6:30:49,AlarmRateRamp|3638,Q3,WARNING,N/A,Limit Signal 3
12/4/2016,6:30:22,12/4/2016,6:30:49,AlarmRateRamp|3639,Q4,TOLERANCE,N/A,Limit Signal 4
12/4/2016,6:30:32,12/4/2016,6:30:49,AlarmRateRamp|3640,Q5,I&C ALARM,N/A,Limit Signal 5
12/4/2016,6:30:43,12/4/2016,6:30:49,AlarmRateRamp|3641,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/4/2016,6:30:50,12/4/2016,6:31:48,AlarmRateRamp|3642,Q1,ALARM,N/A,Limit Signal 1
12/4/2016,6:31:00,12/4/2016,6:31:48,AlarmRateRamp|3643,Q2,WARNING,N/A,Limit Signal 2
12/4/2016,6:31:11,12/4/2016,6:31:48,AlarmRateRamp|3644,Q3,WARNING,N/A,Limit Signal 3
12/4/2016,6:31:21,12/4/2016,6:31:48,AlarmRateRamp|3645,Q4,TOLERANCE,N/A,Limit Signal 4
12/4/2016,6:31:31,12/4/2016,6:31:48,AlarmRateRamp|3646,Q5,I&C ALARM,N/A,Limit Signal 5
12/4/2016,6:31:42,12/4/2016,6:31:48,AlarmRateRamp|3647,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/4/2016,6:31:49,12/4/2016,6:32:46,AlarmRateRamp|3648,Q1,ALARM,N/A,Limit Signal 1
12/4/2016,6:31:59,12/4/2016,6:32:46,AlarmRateRamp|3649,Q2,WARNING,N/A,Limit Signal 2
12/4/2016,6:32:09,12/4/2016,6:32:46,AlarmRateRamp|3650,Q3,WARNING,N/A,Limit Signal 3
12/4/2016,6:32:20,12/4/2016,6:32:46,AlarmRateRamp|3651,Q4,TOLERANCE,N/A,Limit Signal 4
12/4/2016,6:32:30,12/4/2016,6:32:46,AlarmRateRamp|3652,Q5,I&C ALARM,N/A,Limit Signal 5
12/4/2016,6:32:40,12/4/2016,6:32:46,AlarmRateRamp|3653,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/4/2016,6:32:47,12/4/2016,6:33:43,AlarmRateRamp|3654,Q1,ALARM,N/A,Limit Signal 1
12/4/2016,6:32:57,12/4/2016,6:33:43,AlarmRateRamp|3655,Q2,WARNING,N/A,Limit Signal 2
12/4/2016,6:33:07,12/4/2016,6:33:43,AlarmRateRamp|3656,Q3,WARNING,N/A,Limit Signal 3
12/4/2016,6:33:17,12/4/2016,6:33:43,AlarmRateRamp|3657,Q4,TOLERANCE,N/A,Limit Signal 4
12/4/2016,6:33:27,12/4/2016,6:33:43,AlarmRateRamp|3658,Q5,I&C ALARM,N/A,Limit Signal 5
12/4/2016,6:33:37,12/4/2016,6:33:43,AlarmRateRamp|3659,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/4/2016,6:33:44,12/4/2016,6:34:39,AlarmRateRamp|3660,Q1,ALARM,N/A,Limit Signal 1
12/4/2016,6:33:54,12/4/2016,6:34:39,AlarmRateRamp|3661,Q2,WARNING,N/A,Limit Signal 2
12/4/2016,6:34:04,12/4/2016,6:34:39,AlarmRateRamp|3662,Q3,WARNING,N/A,Limit Signal 3
12/4/2016,6:34:14,12/4/2016,6:34:39,AlarmRateRamp|3663,Q4,TOLERANCE,N/A,Limit Signal 4
12/4/2016,6:34:24,12/4/2016,6:34:39,AlarmRateRamp|3664,Q5,I&C ALARM,N/A,Limit Signal 5
12/4/2016,6:34:34,12/4/2016,6:34:39,AlarmRateRamp|3665,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/4/2016,6:34:40,12/4/2016,6:35:34,AlarmRateRamp|3666,Q1,ALARM,N/A,Limit Signal 1
12/4/2016,6:34:49,12/4/2016,6:35:34,AlarmRateRamp|3667,Q2,WARNING,N/A,Limit Signal 2
12/4/2016,6:34:59,12/4/2016,6:35:34,AlarmRateRamp|3668,Q3,WARNING,N/A,Limit Signal 3
12/4/2016,6:35:09,12/4/2016,6:35:34,AlarmRateRamp|3669,Q4,TOLERANCE,N/A,Limit Signal 4
12/4/2016,6:35:19,12/4/2016,6:35:34,AlarmRateRamp|3670,Q5,I&C ALARM,N/A,Limit Signal 5
12/4/2016,6:35:29,12/4/2016,6:35:34,AlarmRateRamp|3671,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/4/2016,6:35:35,12/4/2016,6:36:29,AlarmRateRamp|3672,Q1,ALARM,N/A,Limit Signal 1
12/4/2016,6:35:44,12/4/2016,6:36:29,AlarmRateRamp|3673,Q2,WARNING,N/A,Limit Signal 2
12/4/2016,6:35:54,12/4/2016,6:36:29,AlarmRateRamp|3674,Q3,WARNING,N/A,Limit Signal 3
12/4/2016,6:36:04,12/4/2016,6:36:29,AlarmRateRamp|3675,Q4,TOLERANCE,N/A,Limit Signal 4
12/4/2016,6:36:14,12/4/2016,6:36:29,AlarmRateRamp|3676,Q5,I&C ALARM,N/A,Limit Signal 5
12/4/2016,6:36:23,12/4/2016,6:36:29,AlarmRateRamp|3677,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/4/2016,6:36:30,12/4/2016,6:37:23,AlarmRateRamp|3678,Q1,ALARM,N/A,Limit Signal 1
12/4/2016,6:36:39,12/4/2016,6:37:23,AlarmRateRamp|3679,Q2,WARNING,N/A,Limit Signal 2
12/4/2016,6:36:49,12/4/2016,6:37:23,AlarmRateRamp|3680,Q3,WARNING,N/A,Limit Signal 3
12/4/2016,6:36:58,12/4/2016,6:37:23,AlarmRateRamp|3681,Q4,TOLERANCE,N/A,Limit Signal 4
12/4/2016,6:37:08,12/4/2016,6:37:23,AlarmRateRamp|3682,Q5,I&C ALARM,N/A,Limit Signal 5
12/4/2016,6:37:18,12/4/2016,6:37:23,AlarmRateRamp|3683,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/4/2016,6:37:24,12/4/2016,6:38:16,AlarmRateRamp|3684,Q1,ALARM,N/A,Limit Signal 1
12/4/2016,6:37:33,12/4/2016,6:38:16,AlarmRateRamp|3685,Q2,WARNING,N/A,Limit Signal 2
12/4/2016,6:37:43,12/4/2016,6:38:16,AlarmRateRamp|3686,Q3,WARNING,N/A,Limit Signal 3
12/4/2016,6:37:52,12/4/2016,6:38:16,AlarmRateRamp|3687,Q4,TOLERANCE,N/A,Limit Signal 4
12/4/2016,6:38:02,12/4/2016,6:38:16,AlarmRateRamp|3688,Q5,I&C ALARM,N/A,Limit Signal 5
12/4/2016,6:38:11,12/4/2016,6:38:16,AlarmRateRamp|3689,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/4/2016,6:38:17,12/4/2016,6:39:09,AlarmRateRamp|3690,Q1,ALARM,N/A,Limit Signal 1
12/4/2016,6:38:26,12/4/2016,6:39:09,AlarmRateRamp|3691,Q2,WARNING,N/A,Limit Signal 2
12/4/2016,6:38:35,12/4/2016,6:39:09,AlarmRateRamp|3692,Q3,WARNING,N/A,Limit Signal 3
12/4/2016,6:38:45,12/4/2016,6:39:09,AlarmRateRamp|3693,Q4,TOLERANCE,N/A,Limit Signal 4
12/4/2016,6:38:54,12/4/2016,6:39:09,AlarmRateRamp|3694,Q5,I&C ALARM,N/A,Limit Signal 5
12/4/2016,6:39:03,12/4/2016,6:39:09,AlarmRateRamp|3695,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/4/2016,6:39:10,12/4/2016,6:40:01,AlarmRateRamp|3696,Q1,ALARM,N/A,Limit Signal 1
12/4/2016,6:39:19,12/4/2016,6:40:01,AlarmRateRamp|3697,Q2,WARNING,N/A,Limit Signal 2
12/4/2016,6:39:28,12/4/2016,6:40:01,AlarmRateRamp|3698,Q3,WARNING,N/A,Limit Signal 3
12/4/2016,6:39:37,12/4/2016,6:40:01,AlarmRateRamp|3699,Q4,TOLERANCE,N/A,Limit Signal 4
12/4/2016,6:39:47,12/4/2016,6:40:01,AlarmRateRamp|3700,Q5,I&C ALARM,N/A,Limit Signal 5
12/4/2016,6:39:56,12/4/2016,6:40:01,AlarmRateRamp|3701,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/4/2016,6:40:02,12/4/2016,6:40:52,AlarmRateRamp|3702,Q1,ALARM,N/A,Limit Signal 1
12/4/2016,6:40:11,12/4/2016,6:40:52,AlarmRateRamp|3703,Q2,WARNING,N/A,Limit Signal 2
12/4/2016,6:40:20,12/4/2016,6:40:52,AlarmRateRamp|3704,Q3,WARNING,N/A,Limit Signal 3
12/4/2016,6:40:29,12/4/2016,6:40:52,AlarmRateRamp|3705,Q4,TOLERANCE,N/A,Limit Signal 4
12/4/2016,6:40:38,12/4/2016,6:40:52,AlarmRateRamp|3706,Q5,I&C ALARM,N/A,Limit Signal 5
12/4/2016,6:40:47,12/4/2016,6:40:52,AlarmRateRamp|3707,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/4/2016,6:40:53,12/4/2016,6:41:43,AlarmRateRamp|3708,Q1,ALARM,N/A,Limit Signal 1
12/4/2016,6:41:02,12/4/2016,6:41:43,AlarmRateRamp|3709,Q2,WARNING,N/A,Limit Signal 2
12/4/2016,6:41:11,12/4/2016,6:41:43,AlarmRateRamp|3710,Q3,WARNING,N/A,Limit Signal 3
12/4/2016,6:41:20,12/4/2016,6:41:43,AlarmRateRamp|3711,Q4,TOLERANCE,N/A,Limit Signal 4
12/4/2016,6:41:29,12/4/2016,6:41:43,AlarmRateRamp|3712,Q5,I&C ALARM,N/A,Limit Signal 5
12/4/2016,6:41:38,12/4/2016,6:41:43,AlarmRateRamp|3713,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/4/2016,6:41:44,12/4/2016,6:42:33,AlarmRateRamp|3714,Q1,ALARM,N/A,Limit Signal 1
