Begin Date,Begin Time,End Date,End Time,Alarm Tag,Alarm Id,Alarm Type,Alarm Priority,Description
12/3/2016,10:00:12,12/3/2016,10:00:43,AlarmRateRamp|4000,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,10:09:03,12/3/2016,10:10:29,AlarmRateRamp|4032,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,10:09:18,12/3/2016,10:10:29,AlarmRateRamp|4033,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,10:09:34,12/3/2016,10:10:29,AlarmRateRamp|4034,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,10:09:50,12/3/2016,10:10:29,AlarmRateRamp|4035,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,10:10:05,12/3/2016,10:10:29,AlarmRateRamp|4036,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,10:10:21,12/3/2016,10:10:29,AlarmRateRamp|4037,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,10:10:31,12/3/2016,10:11:54,AlarmRateRamp|4038,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,10:10:45,12/3/2016,10:11:54,AlarmRateRamp|4039,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,10:11:01,12/3/2016,10:11:54,AlarmRateRamp|4040,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,10:11:16,12/3/2016,10:11:54,AlarmRateRamp|4041,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,10:11:31,12/3/2016,10:11:54,AlarmRateRamp|4042,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,10:11:46,12/3/2016,10:11:54,AlarmRateRamp|4043,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,10:11:56,12/3/2016,10:13:17,AlarmRateRamp|4044,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,10:12:10,12/3/2016,10:13:17,AlarmRateRamp|4045,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,10:12:25,12/3/2016,10:13:17,AlarmRateRamp|4046,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,10:12:39,12/3/2016,10:13:17,AlarmRateRamp|4047,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,10:12:54,12/3/2016,10:13:17,AlarmRateRamp|4048,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,10:13:09,12/3/2016,10:13:17,AlarmRateRamp|4049,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,10:13:19,12/3/2016,10:14:37,AlarmRateRamp|4050,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,10:13:32,12/3/2016,10:14:37,AlarmRateRamp|4051,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,10:13:47,12/3/2016,10:14:37,AlarmRateRamp|4052,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,10:14:01,12/3/2016,10:14:37,AlarmRateRamp|4053,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,10:14:15,12/3/2016,10:14:37,AlarmRateRamp|4054,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,10:14:30,12/3/2016,10:14:37,AlarmRateRamp|4055,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,10:14:39,12/3/2016,10:15:55,AlarmRateRamp|4056,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,10:14:52,12/3/2016,10:15:55,AlarmRateRamp|4057,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,10:15:06,12/3/2016,10:15:55,AlarmRateRamp|4058,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,10:15:20,12/3/2016,10:15:55,AlarmRateRamp|4059,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,10:15:34,12/3/2016,10:15:55,AlarmRateRamp|4060,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,10:15:48,12/3/2016,10:15:55,AlarmRateRamp|4061,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,10:15:57,12/3/2016,10:17:11,AlarmRateRamp|4062,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,10:16:09,12/3/2016,10:17:11,AlarmRateRamp|4063,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,10:16:23,12/3/2016,10:17:11,AlarmRateRamp|4064,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,10:16:37,12/3/2016,10:17:11,AlarmRateRamp|4065,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,10:16:50,12/3/2016,10:17:11,AlarmRateRamp|4066,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,10:17:04,12/3/2016,10:17:11,AlarmRateRamp|4067,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,10:17:13,12/3/2016,10:18:25,AlarmRateRamp|4068,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,10:17:25,12/3/2016,10:18:25,AlarmRateRamp|4069,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,10:17:38,12/3/2016,10:18:25,AlarmRateRamp|4070,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,10:17:52,12/3/2016,10:18:25,AlarmRateRamp|4071,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,10:18:05,12/3/2016,10:18:25,AlarmRateRamp|4072,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,10:18:18,12/3/2016,10:18:25,AlarmRateRamp|4073,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,10:18:27,12/3/2016,10:19:37,AlarmRateRamp|4074,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,10:18:39,12/3/2016,10:19:37,AlarmRateRamp|4075,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,10:18:52,12/3/2016,10:19:37,AlarmRateRamp|4076,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,10:19:05,12/3/2016,10:19:37,AlarmRateRamp|4077,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,10:19:18,12/3/2016,10:19:37,AlarmRateRamp|4078,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,10:19:31,12/3/2016,10:19:37,AlarmRateRamp|4079,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,10:19:39,12/3/2016,10:20:48,AlarmRateRamp|4080,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,10:19:50,12/3/2016,10:20:48,AlarmRateRamp|4081,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,10:20:03,12/3/2016,10:20:48,AlarmRateRamp|4082,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,10:20:16,12/3/2016,10:20:48,AlarmRateRamp|4083,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,10:20:28,12/3/2016,10:20:48,AlarmRateRamp|4084,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,10:20:41,12/3/2016,10:20:48,AlarmRateRamp|4085,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,10:20:50,12/3/2016,10:21:57,AlarmRateRamp|4086,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,10:21:01,12/3/2016,10:21:57,AlarmRateRamp|4087,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,10:21:14,12/3/2016,10:21:57,AlarmRateRamp|4088,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,10:21:26,12/3/2016,10:21:57,AlarmRateRamp|4089,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,10:21:38,12/3/2016,10:21:57,AlarmRateRamp|4090,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,10:21:51,12/3/2016,10:21:57,AlarmRateRamp|4091,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,10:21:59,12/3/2016,10:23:05,AlarmRateRamp|4092,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,10:22:10,12/3/2016,10:23:05,AlarmRateRamp|4093,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,10:22:22,12/3/2016,10:23:05,AlarmRateRamp|4094,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,10:22:34,12/3/2016,10:23:05,AlarmRateRamp|4095,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,10:22:46,12/3/2016,10:23:05,AlarmRateRamp|4096,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,10:22:58,12/3/2016,10:23:05,AlarmRateRamp|4097,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,10:23:07,12/3/2016,10:24:12,AlarmRateRamp|4098,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,10:23:18,12/3/2016,10:24:12,AlarmRateRamp|4099,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,10:23:29,12/3/2016,10:24:12,AlarmRateRamp|4100,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,10:23:41,12/3/2016,10:24:12,AlarmRateRamp|4101,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,10:23:53,12/3/2016,10:24:12,AlarmRateRamp|4102,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,10:24:05,12/3/2016,10:24:12,AlarmRateRamp|4103,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,10:24:14,12/3/2016,10:25:17,AlarmRateRamp|4104,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,10:24:24,12/3/2016,10:25:17,AlarmRateRamp|4105,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,10:24:36,12/3/2016,10:25:17,AlarmRateRamp|4106,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,10:24:48,12/3/2016,10:25:17,AlarmRateRamp|4107,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,10:24:59,12/3/2016,10:25:17,AlarmRateRamp|4108,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,10:25:11,12/3/2016,10:25:17,AlarmRateRamp|4109,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,10:25:19,12/3/2016,10:26:21,AlarmRateRamp|4110,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,10:25:29,12/3/2016,10:26:21,AlarmRateRamp|4111,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,10:25:41,12/3/2016,10:26:21,AlarmRateRamp|4112,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,10:25:52,12/3/2016,10:26:21,AlarmRateRamp|4113,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,10:26:03,12/3/2016,10:26:21,AlarmRateRamp|4114,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,10:26:15,12/3/2016,10:26:21,AlarmRateRamp|4115,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,10:26:23,12/3/2016,10:27:24,AlarmRateRamp|4116,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,10:26:33,12/3/2016,10:27:24,AlarmRateRamp|4117,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,10:26:44,12/3/2016,10:27:24,AlarmRateRamp|4118,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,10:26:55,12/3/2016,10:27:24,AlarmRateRamp|4119,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,10:27:07,12/3/2016,10:27:24,AlarmRateRamp|4120,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,10:27:18,12/3/2016,10:27:24,AlarmRateRamp|4121,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,10:27:26,12/3/2016,10:28:26,AlarmRateRamp|4122,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,10:27:36,12/3/2016,10:28:26,AlarmRateRamp|4123,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,10:27:47,12/3/2016,10:28:26,AlarmRateRamp|4124,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,10:27:58,12/3/2016,10:28:26,AlarmRateRamp|4125,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,10:28:09,12/3/2016,10:28:26,AlarmRateRamp|4126,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,10:28:20,12/3/2016,10:28:26,AlarmRateRamp|4127,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,10:28:27,12/3/2016,10:29:27,AlarmRateRamp|4128,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,10:28:37,12/3/2016,10:29:27,AlarmRateRamp|4129,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,10:28:48,12/3/2016,10:29:27,AlarmRateRamp|4130,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,10:28:59,12/3/2016,10:29:27,AlarmRateRamp|4131,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,10:29:10,12/3/2016,10:29:27,AlarmRateRamp|4132,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,10:29:21,12/3/2016,10:29:27,AlarmRateRamp|4133,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,10:29:28,12/3/2016,10:30:27,AlarmRateRamp|4134,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,10:29:38,12/3/2016,10:30:27,AlarmRateRamp|4135,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,10:29:49,12/3/2016,10:30:27,AlarmRateRamp|4136,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,10:30:00,12/3/2016,10:30:27,AlarmRateRamp|4137,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,10:30:10,12/3/2016,10:30:27,AlarmRateRamp|4138,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,10:30:21,12/3/2016,10:30:27,AlarmRateRamp|4139,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,10:30:28,12/3/2016,10:31:26,AlarmRateRamp|4140,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,10:30:38,12/3/2016,10:31:26,AlarmRateRamp|4141,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,10:30:49,12/3/2016,10:31:26,AlarmRateRamp|4142,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,10:30:59,12/3/2016,10:31:26,AlarmRateRamp|4143,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,10:31:10,12/3/2016,10:31:26,AlarmRateRamp|4144,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,10:31:20,12/3/2016,10:31:26,AlarmRateRamp|4145,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,10:31:27,12/3/2016,10:32:24,AlarmRateRamp|4146,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,10:31:37,12/3/2016,10:32:24,AlarmRateRamp|4147,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,10:31:47,12/3/2016,10:32:24,AlarmRateRamp|4148,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,10:31:58,12/3/2016,10:32:24,AlarmRateRamp|4149,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,10:32:08,12/3/2016,10:32:24,AlarmRateRamp|4150,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,10:32:18,12/3/2016,10:32:24,AlarmRateRamp|4151,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,10:32:25,12/3/2016,10:33:21,AlarmRateRamp|4152,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,10:32:35,12/3/2016,10:33:21,AlarmRateRamp|4153,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,10:32:45,12/3/2016,10:33:21,AlarmRateRamp|4154,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,10:32:55,12/3/2016,10:33:21,AlarmRateRamp|4155,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,10:33:05,12/3/2016,10:33:21,AlarmRateRamp|4156,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,10:33:16,12/3/2016,10:33:21,AlarmRateRamp|4157,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,10:33:22,12/3/2016,10:34:17,AlarmRateRamp|4158,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,10:33:32,12/3/2016,10:34:17,AlarmRateRamp|4159,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,10:33:42,12/3/2016,10:34:17,AlarmRateRamp|4160,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,10:33:52,12/3/2016,10:34:17,AlarmRateRamp|4161,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,10:34:02,12/3/2016,10:34:17,AlarmRateRamp|4162,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,10:34:12,12/3/2016,10:34:17,AlarmRateRamp|4163,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,10:34:18,12/3/2016,10:35:13,AlarmRateRamp|4164,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,10:34:27,12/3/2016,10:35:13,AlarmRateRamp|4165,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,10:34:37,12/3/2016,10:35:13,AlarmRateRamp|4166,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,10:34:47,12/3/2016,10:35:13,AlarmRateRamp|4167,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,10:34:57,12/3/2016,10:35:13,AlarmRateRamp|4168,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,10:35:07,12/3/2016,10:35:13,AlarmRateRamp|4169,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,10:35:14,12/3/2016,10:36:08,AlarmRateRamp|4170,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,10:35:23,12/3/2016,10:36:08,AlarmRateRamp|4171,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,10:35:33,12/3/2016,10:36:08,AlarmRateRamp|4172,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,10:35:43,12/3/2016,10:36:08,AlarmRateRamp|4173,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,10:35:53,12/3/2016,10:36:08,AlarmRateRamp|4174,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,10:36:02,12/3/2016,10:36:08,AlarmRateRamp|4175,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,10:36:09,12/3/2016,10:37:02,AlarmRateRamp|4176,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,10:36:18,12/3/2016,10:37:02,AlarmRateRamp|4177,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,10:36:28,12/3/2016,10:37:02,AlarmRateRamp|4178,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,10:36:38,12/3/2016,10:37:02,AlarmRateRamp|4179,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,10:36:47,12/3/2016,10:37:02,AlarmRateRamp|4180,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,10:36:57,12/3/2016,10:37:02,AlarmRateRamp|4181,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,10:37:03,12/3/2016,10:37:56,AlarmRateRamp|4182,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,10:37:12,12/3/2016,10:37:56,AlarmRateRamp|4183,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,10:37:22,12/3/2016,10:37:56,AlarmRateRamp|4184,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,10:37:31,12/3/2016,10:37:56,AlarmRateRamp|4185,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,10:37:41,12/3/2016,10:37:56,AlarmRateRamp|4186,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,10:37:50,12/3/2016,10:37:56,AlarmRateRamp|4187,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,10:37:57,12/3/2016,10:38:49,AlarmRateRamp|4188,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,10:38:06,12/3/2016,10:38:49,AlarmRateRamp|4189,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,10:38:15,12/3/2016,10:38:49,AlarmRateRamp|4190,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,10:38:25,12/3/2016,10:38:49,AlarmRateRamp|4191,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,10:38:34,12/3/2016,10:38:49,AlarmRateRamp|4192,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,10:38:44,12/3/2016,10:38:49,AlarmRateRamp|4193,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,10:38:50,12/3/2016,10:39:41,AlarmRateRamp|4194,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,10:38:59,12/3/2016,10:39:41,AlarmRateRamp|4195,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,10:39:08,12/3/2016,10:39:41,AlarmRateRamp|4196,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,10:39:17,12/3/2016,10:39:41,AlarmRateRamp|4197,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,10:39:27,12/3/2016,10:39:41,AlarmRateRamp|4198,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,10:39:36,12/3/2016,10:39:41,AlarmRateRamp|4199,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,10:39:42,12/3/2016,10:40:33,AlarmRateRamp|4200,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,10:39:51,12/3/2016,10:40:33,AlarmRateRamp|4201,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,10:40:00,12/3/2016,10:40:33,AlarmRateRamp|4202,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,10:40:09,12/3/2016,10:40:33,AlarmRateRamp|4203,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,10:40:18,12/3/2016,10:40:33,AlarmRateRamp|4204,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,10:40:27,12/3/2016,10:40:33,AlarmRateRamp|4205,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,10:40:34,12/3/2016,10:41:24,AlarmRateRamp|4206,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,10:40:43,12/3/2016,10:41:24,AlarmRateRamp|4207,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,10:40:52,12/3/2016,10:41:24,AlarmRateRamp|4208,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,10:41:01,12/3/2016,10:41:24,AlarmRateRamp|4209,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,10:41:10,12/3/2016,10:41:24,AlarmRateRamp|4210,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,10:41:19,12/3/2016,10:41:24,AlarmRateRamp|4211,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,10:41:25,12/3/2016,10:42:14,AlarmRateRamp|4212,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,10:41:34,12/3/2016,10:42:14,AlarmRateRamp|4213,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,10:41:43,12/3/2016,10:42:14,AlarmRateRamp|4214,Q3,WARNING,N/A,Limit Signal 3
