Begin Date,Begin Time,End Date,End Time,Alarm Tag,Alarm Id,Alarm Type,Alarm Priority,Description
12/3/2016,15:00:01,12/3/2016,15:01:12,AlarmRateRamp|3000,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,15:25:30,12/3/2016,15:25:36,AlarmRateRamp|3111,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,15:25:38,12/3/2016,15:26:40,AlarmRateRamp|3112,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,15:25:48,12/3/2016,15:26:40,AlarmRateRamp|3113,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,15:25:59,12/3/2016,15:26:40,AlarmRateRamp|3114,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,15:26:11,12/3/2016,15:26:40,AlarmRateRamp|3115,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,15:26:22,12/3/2016,15:26:40,AlarmRateRamp|3116,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,15:26:34,12/3/2016,15:26:40,AlarmRateRamp|3117,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,15:26:42,12/3/2016,15:27:43,AlarmRateRamp|3118,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,15:26:52,12/3/2016,15:27:43,AlarmRateRamp|3119,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,15:27:03,12/3/2016,15:27:43,AlarmRateRamp|3120,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,15:27:14,12/3/2016,15:27:43,AlarmRateRamp|3121,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,15:27:25,12/3/2016,15:27:43,AlarmRateRamp|3122,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,15:27:37,12/3/2016,15:27:43,AlarmRateRamp|3123,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,15:27:45,12/3/2016,15:28:45,AlarmRateRamp|3124,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,15:27:55,12/3/2016,15:28:45,AlarmRateRamp|3125,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,15:28:06,12/3/2016,15:28:45,AlarmRateRamp|3126,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,15:28:17,12/3/2016,15:28:45,AlarmRateRamp|3127,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,15:28:28,12/3/2016,15:28:45,AlarmRateRamp|3128,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,15:28:39,12/3/2016,15:28:45,AlarmRateRamp|3129,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,15:28:46,12/3/2016,15:29:46,AlarmRateRamp|3130,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,15:28:56,12/3/2016,15:29:46,AlarmRateRamp|3131,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,15:29:07,12/3/2016,15:29:46,AlarmRateRamp|3132,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,15:29:18,12/3/2016,15:29:46,AlarmRateRamp|3133,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,15:29:29,12/3/2016,15:29:46,AlarmRateRamp|3134,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,15:29:40,12/3/2016,15:29:46,AlarmRateRamp|3135,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,15:29:47,12/3/2016,15:30:46,AlarmRateRamp|3136,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,15:29:57,12/3/2016,15:30:46,AlarmRateRamp|3137,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,15:30:08,12/3/2016,15:30:46,AlarmRateRamp|3138,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,15:30:19,12/3/2016,15:30:46,AlarmRateRamp|3139,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,15:30:29,12/3/2016,15:30:46,AlarmRateRamp|3140,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,15:30:40,12/3/2016,15:30:46,AlarmRateRamp|3141,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,15:30:47,12/3/2016,15:31:45,AlarmRateRamp|3142,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,15:30:57,12/3/2016,15:31:45,AlarmRateRamp|3143,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,15:31:08,12/3/2016,15:31:45,AlarmRateRamp|3144,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,15:31:18,12/3/2016,15:31:45,AlarmRateRamp|3145,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,15:31:28,12/3/2016,15:31:45,AlarmRateRamp|3146,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,15:31:39,12/3/2016,15:31:45,AlarmRateRamp|3147,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,15:31:46,12/3/2016,15:32:43,AlarmRateRamp|3148,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,15:31:56,12/3/2016,15:32:43,AlarmRateRamp|3149,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,15:32:06,12/3/2016,15:32:43,AlarmRateRamp|3150,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,15:32:17,12/3/2016,15:32:43,AlarmRateRamp|3151,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,15:32:27,12/3/2016,15:32:43,AlarmRateRamp|3152,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,15:32:37,12/3/2016,15:32:43,AlarmRateRamp|3153,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,15:32:44,12/3/2016,15:33:40,AlarmRateRamp|3154,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,15:32:54,12/3/2016,15:33:40,AlarmRateRamp|3155,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,15:33:04,12/3/2016,15:33:40,AlarmRateRamp|3156,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,15:33:14,12/3/2016,15:33:40,AlarmRateRamp|3157,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,15:33:24,12/3/2016,15:33:40,AlarmRateRamp|3158,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,15:33:34,12/3/2016,15:33:40,AlarmRateRamp|3159,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,15:33:41,12/3/2016,15:34:36,AlarmRateRamp|3160,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,15:33:51,12/3/2016,15:34:36,AlarmRateRamp|3161,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,15:34:01,12/3/2016,15:34:36,AlarmRateRamp|3162,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,15:34:11,12/3/2016,15:34:36,AlarmRateRamp|3163,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,15:34:21,12/3/2016,15:34:36,AlarmRateRamp|3164,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,15:34:31,12/3/2016,15:34:36,AlarmRateRamp|3165,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,15:34:37,12/3/2016,15:35:31,AlarmRateRamp|3166,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,15:34:46,12/3/2016,15:35:31,AlarmRateRamp|3167,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,15:34:56,12/3/2016,15:35:31,AlarmRateRamp|3168,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,15:35:06,12/3/2016,15:35:31,AlarmRateRamp|3169,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,15:35:16,12/3/2016,15:35:31,AlarmRateRamp|3170,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,15:35:26,12/3/2016,15:35:31,AlarmRateRamp|3171,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,15:35:32,12/3/2016,15:36:26,AlarmRateRamp|3172,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,15:35:41,12/3/2016,15:36:26,AlarmRateRamp|3173,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,15:35:51,12/3/2016,15:36:26,AlarmRateRamp|3174,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,15:36:01,12/3/2016,15:36:26,AlarmRateRamp|3175,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,15:36:11,12/3/2016,15:36:26,AlarmRateRamp|3176,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,15:36:20,12/3/2016,15:36:26,AlarmRateRamp|3177,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,15:36:27,12/3/2016,15:37:20,AlarmRateRamp|3178,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,15:36:36,12/3/2016,15:37:20,AlarmRateRamp|3179,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,15:36:46,12/3/2016,15:37:20,AlarmRateRamp|3180,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,15:36:55,12/3/2016,15:37:20,AlarmRateRamp|3181,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,15:37:05,12/3/2016,15:37:20,AlarmRateRamp|3182,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,15:37:15,12/3/2016,15:37:20,AlarmRateRamp|3183,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,15:37:21,12/3/2016,15:38:13,AlarmRateRamp|3184,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,15:37:30,12/3/2016,15:38:13,AlarmRateRamp|3185,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,15:37:40,12/3/2016,15:38:13,AlarmRateRamp|3186,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,15:37:49,12/3/2016,15:38:13,AlarmRateRamp|3187,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,15:37:59,12/3/2016,15:38:13,AlarmRateRamp|3188,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,15:38:08,12/3/2016,15:38:13,AlarmRateRamp|3189,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,15:38:14,12/3/2016,15:39:06,AlarmRateRamp|3190,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,15:38:23,12/3/2016,15:39:06,AlarmRateRamp|3191,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,15:38:32,12/3/2016,15:39:06,AlarmRateRamp|3192,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,15:38:42,12/3/2016,15:39:06,AlarmRateRamp|3193,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,15:38:51,12/3/2016,15:39:06,AlarmRateRamp|3194,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,15:39:00,12/3/2016,15:39:06,AlarmRateRamp|3195,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,15:39:07,12/3/2016,15:39:58,AlarmRateRamp|3196,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,15:39:16,12/3/2016,15:39:58,AlarmRateRamp|3197,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,15:39:25,12/3/2016,15:39:58,AlarmRateRamp|3198,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,15:39:34,12/3/2016,15:39:58,AlarmRateRamp|3199,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,15:39:44,12/3/2016,15:39:58,AlarmRateRamp|3200,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,15:39:53,12/3/2016,15:39:58,AlarmRateRamp|3201,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,15:39:59,12/3/2016,15:40:49,AlarmRateRamp|3202,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,15:40:08,12/3/2016,15:40:49,AlarmRateRamp|3203,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,15:40:17,12/3/2016,15:40:49,AlarmRateRamp|3204,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,15:40:26,12/3/2016,15:40:49,AlarmRateRamp|3205,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,15:40:35,12/3/2016,15:40:49,AlarmRateRamp|3206,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,15:40:44,12/3/2016,15:40:49,AlarmRateRamp|3207,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,15:40:50,12/3/2016,15:41:40,AlarmRateRamp|3208,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,15:40:59,12/3/2016,15:41:40,AlarmRateRamp|3209,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,15:41:08,12/3/2016,15:41:40,AlarmRateRamp|3210,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,15:41:17,12/3/2016,15:41:40,AlarmRateRamp|3211,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,15:41:26,12/3/2016,15:41:40,AlarmRateRamp|3212,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,15:41:35,12/3/2016,15:41:40,AlarmRateRamp|3213,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,15:41:41,12/3/2016,15:42:30,AlarmRateRamp|3214,Q1,ALARM,N/A,Limit Signal 1
